"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","NES_sign"
"GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING","GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING","GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING",60,0.474452611412879,1.06303015643054,0.322467753224678,0.690128373707113,0.600976511235207,609,"tags=13%, list=6%, signal=13%","CALM2/SOD1/TYMP/FLNA/SLC8A1/PKP2/CALM3/CALM1","Positive"
"GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS",9,0.587846653987758,1.12309552485751,0.322631578947368,0.690146289406987,0.600992112556956,1534,"tags=33%, list=16%, signal=28%","STAT3/MKKS/ADIPOR1","Positive"
"GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE",5,0.648657089319176,1.12616767097718,0.323101777059774,0.6901659932349,0.601009271013568,3380,"tags=100%, list=35%, signal=65%","GRN/PRDX2/NCF1/SLAMF8/DUSP10","Positive"
"GOBP_MEMBRANE_DOCKING","GOBP_MEMBRANE_DOCKING","GOBP_MEMBRANE_DOCKING",49,0.481715953326818,1.06799712958576,0.323367663233677,0.6901659932349,0.601009271013568,4046,"tags=57%, list=42%, signal=33%","RAB13/SNX3/STXBP2/CALM1/STX3/EZR/VAMP8/RAB8A/ESYT2/STX7/RAB8B/STX10/STX4/VTI1B/CAV2/SCFD2/CLN3/VAMP3/STX6/SNAP29/AHCYL1/RAB3B/PLEK/ESYT1/YKT6/MOSPD3/PEX16/RALB","Positive"
"GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT","GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT","GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT",6,-0.429776158250911,-1.05921957554533,0.323300970873786,0.6901659932349,0.601009271013568,5484,"tags=100%, list=57%, signal=43%","CDKN1B/SOX9/AR/NKX3-1/STK11","Negative"
"GOBP_HEART_VALVE_FORMATION","GOBP_HEART_VALVE_FORMATION","GOBP_HEART_VALVE_FORMATION",6,-0.429776158250911,-1.05921957554533,0.323300970873786,0.6901659932349,0.601009271013568,5484,"tags=100%, list=57%, signal=43%","SMAD4/TWIST1/SOX9/SCX/OLFM1","Negative"
"GOBP_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT","GOBP_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT","GOBP_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT",6,-0.429776158250911,-1.05921957554533,0.323300970873786,0.6901659932349,0.601009271013568,5484,"tags=100%, list=57%, signal=43%","GRHL2/HES1/EZH2/TP63/HOXA7","Negative"
"GOBP_PULMONARY_VALVE_MORPHOGENESIS","GOBP_PULMONARY_VALVE_MORPHOGENESIS","GOBP_PULMONARY_VALVE_MORPHOGENESIS",6,-0.429776158250911,-1.05921957554533,0.323300970873786,0.6901659932349,0.601009271013568,5484,"tags=100%, list=57%, signal=43%","ROBO2/NFATC1/BMP4/SMAD6/ROBO1","Negative"
"GOBP_RESPONSE_TO_INTERLEUKIN_17","GOBP_RESPONSE_TO_INTERLEUKIN_17","GOBP_RESPONSE_TO_INTERLEUKIN_17",6,-0.429776158250911,-1.05921957554533,0.323300970873786,0.6901659932349,0.601009271013568,5484,"tags=100%, list=57%, signal=43%","IL17RA/TRAF2/TRIM32/IKBKE/TRAF3IP2","Negative"
"GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES","GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES","GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES",445,0.430687373664963,1.02513417095707,0.323067693230677,0.6901659932349,0.601009271013568,2466,"tags=29%, list=26%, signal=23%","TUBA1B/HSP90AA1/TUBB/HSPE1/RAN/HSP90AB1/HSPA5/HSPD1/HSPA8/HSPA1A/HSP90B1/SEPTIN9/RAB5C/RAC1/CCT5/CCT4/RAB13/CCT6A/HSPH1/EIF4A2/TUFM/TUBA1C/HSPA1B/EIF4A1/DUT/DDX24/TUBB4B/RAB11A/EIF4A3/RSF1/GNB2/PSMC3/CCT3/CCT8/ARF1/DDX18/SEPTIN2/FHIT/GNAS/SEPTIN11/ARL15/RHEB/ARF3/MKKS/RASA1/SEPTIN7/TCP1/ARF4/ARL17B/PSMC1/DDX46/RGS10/CCT2/ARL4A/PSMC4/RAB8A/KIF13B/PSMC5/PSMC6/GNAQ/CCT7/RHOC/RAB32/RHOG/MYO1E/RALA/SMC3/KIF5B/EIF5B/ARF5/RAD50/DHX36/GNG5/ARL1/SMC4/GNAI3/PSMC2/RAP1B/ARL10/DDX39A/GNAI2/KIF1B/TUBB6/SAR1B/CHD1/DDX6/RAB34/RAB8B/DHX29/TUBA1A/RECQL/RHOQ/ITPA/HSPA4/NUDT5/DDX21/SMARCA5/TUBB2A/RAB9A/GNG11/DDX1/KIF13A/DCTPP1/RGS2/RAB18/ATAD2B/ACIN1/DNM2/VPS4B/ARL2/NUBP2/SAR1A/RAB14/RRAGA/ARHGDIB/SMC1A/NUDT1/SMC2/SEPTIN6/TUBG1/ARL3/NUDT14/NUDT2/G3BP1/GNL2/PPA2/HRAS/VWA8/DDX52/GTPBP4/ARL4C","Positive"
"GOBP_TYPE_2_IMMUNE_RESPONSE","GOBP_TYPE_2_IMMUNE_RESPONSE","GOBP_TYPE_2_IMMUNE_RESPONSE",17,0.532477599179694,1.10029673729317,0.32359754255212,0.69046262169267,0.601267580543324,761,"tags=18%, list=8%, signal=16%","CD81/CD74/NDFIP1","Positive"
"GOBP_ANDROGEN_METABOLIC_PROCESS","GOBP_ANDROGEN_METABOLIC_PROCESS","GOBP_ANDROGEN_METABOLIC_PROCESS",15,0.541833753529369,1.10500132705292,0.32409187493676,0.691323190682289,0.602016979885189,1380,"tags=27%, list=14%, signal=23%","HSD17B11/HSD17B10/SPP1/ADM","Positive"
"GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS","GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS","GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS",34,0.496810508386366,1.079230687168,0.324267573242676,0.691503786173881,0.60217424576878,3157,"tags=44%, list=33%, signal=30%","ATF4/HMOX1/PTK2B/MDK/MAP3K5/ARRB2/CAPN2/ENG/JAK2/DNMT1/NUPR1/BAG3/TIGAR/BNIP3/HSF1","Positive"
"GOBP_PROTEIN_LOCALIZATION_TO_PRESYNAPSE","GOBP_PROTEIN_LOCALIZATION_TO_PRESYNAPSE","GOBP_PROTEIN_LOCALIZATION_TO_PRESYNAPSE",6,0.628567044443012,1.12606332020285,0.325234061524744,0.691642474916388,0.602295018482661,1219,"tags=33%, list=13%, signal=29%","HSPB1/KIF5B","Positive"
"GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS","GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS","GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS",6,0.628149283805855,1.12531491168496,0.326348640213999,0.691642474916388,0.602295018482661,1879,"tags=50%, list=20%, signal=40%","DUT/ITPA/DCTPP1","Positive"
"GOBP_IMMUNOLOGICAL_MEMORY_PROCESS","GOBP_IMMUNOLOGICAL_MEMORY_PROCESS","GOBP_IMMUNOLOGICAL_MEMORY_PROCESS",5,0.648116014195856,1.12522828201267,0.324601892453266,0.691642474916388,0.602295018482661,134,"tags=20%, list=1%, signal=20%","CD81","Positive"
"GOBP_BEHAVIORAL_RESPONSE_TO_PAIN","GOBP_BEHAVIORAL_RESPONSE_TO_PAIN","GOBP_BEHAVIORAL_RESPONSE_TO_PAIN",5,0.647573592480158,1.12428655515836,0.325409646895915,0.691642474916388,0.602295018482661,1738,"tags=40%, list=18%, signal=33%","TSPO/CAPN2","Positive"
"GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION","GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION","GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION",5,0.647119861787736,1.1234988094518,0.326332794830372,0.691642474916388,0.602295018482661,624,"tags=40%, list=6%, signal=37%","PPIA/GABARAP","Positive"
"GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS",5,0.647089449482432,1.12344600904987,0.326448188322179,0.691642474916388,0.602295018482661,2212,"tags=60%, list=23%, signal=46%","CCL3/CCL5/CCL2","Positive"
"GOBP_VESICLE_UNCOATING","GOBP_VESICLE_UNCOATING","GOBP_VESICLE_UNCOATING",5,0.64701019389731,1.12330840926228,0.326678975305793,0.691642474916388,0.602295018482661,160,"tags=20%, list=2%, signal=20%","HSPA8","Positive"
"GOBP_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY","GOBP_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY","GOBP_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY",9,0.586692759061833,1.12089098015411,0.325157894736842,0.691642474916388,0.602295018482661,1968,"tags=33%, list=20%, signal=27%","SEPTIN9/SEPTIN7/DNM2","Positive"
"GOMF_PLATELET_DERIVED_GROWTH_FACTOR_BINDING","GOMF_PLATELET_DERIVED_GROWTH_FACTOR_BINDING","GOMF_PLATELET_DERIVED_GROWTH_FACTOR_BINDING",9,0.586194970619628,1.1199399430631,0.326421052631579,0.691642474916388,0.602295018482661,2340,"tags=56%, list=24%, signal=42%","COL1A1/COL1A2/COL3A1/COL6A1/PDGFRA","Positive"
"GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING","GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING","GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING",7,0.609844955333284,1.11992741965451,0.326016083460117,0.691642474916388,0.602295018482661,1521,"tags=43%, list=16%, signal=36%","HSP90AB1/LGALS9/ARRB2","Positive"
"GOMF_SYNTAXIN_1_BINDING","GOMF_SYNTAXIN_1_BINDING","GOMF_SYNTAXIN_1_BINDING",7,0.609828349751264,1.11989692494194,0.326016083460117,0.691642474916388,0.602295018482661,3086,"tags=57%, list=32%, signal=39%","STXBP2/DAPK1/VAMP2/VAMP3","Positive"
"GOCC_XY_BODY","GOCC_XY_BODY","GOCC_XY_BODY",9,0.586090349230926,1.11974006132072,0.326421052631579,0.691642474916388,0.602295018482661,951,"tags=33%, list=10%, signal=30%","SUMO1/UBE2B/UBE2A","Positive"
"GOBP_XENOBIOTIC_CATABOLIC_PROCESS","GOBP_XENOBIOTIC_CATABOLIC_PROCESS","GOBP_XENOBIOTIC_CATABOLIC_PROCESS",8,0.596529139787686,1.11850698757021,0.32477809859908,0.691642474916388,0.602295018482661,57,"tags=12%, list=1%, signal=12%","GSTO1","Positive"
"GOBP_CELLULAR_COPPER_ION_HOMEOSTASIS","GOBP_CELLULAR_COPPER_ION_HOMEOSTASIS","GOBP_CELLULAR_COPPER_ION_HOMEOSTASIS",12,0.558201953479617,1.10948619662863,0.325579012092642,0.691642474916388,0.602295018482661,2671,"tags=58%, list=28%, signal=42%","ATOX1/SLC31A2/ARF1/SCO2/APP/MT2A/PRNP","Positive"
"GOBP_TRNA_5_END_PROCESSING","GOBP_TRNA_5_END_PROCESSING","GOBP_TRNA_5_END_PROCESSING",16,0.536743192253065,1.10207568544174,0.324785461887935,0.691642474916388,0.602295018482661,2730,"tags=56%, list=28%, signal=40%","SSB/HSD17B10/POP7/TRMT10C/POP5/PRORP/POP4/RPP25/RPP30","Positive"
"GOMF_STRUCTURAL_CONSTITUENT_OF_MUSCLE","GOMF_STRUCTURAL_CONSTITUENT_OF_MUSCLE","GOMF_STRUCTURAL_CONSTITUENT_OF_MUSCLE",17,0.531790670752144,1.0988772877074,0.326618994863531,0.691642474916388,0.602295018482661,4329,"tags=76%, list=45%, signal=42%","TPM4/MYL6/TPM2/TPM1/DMD/PLEC/MYL9/CSRP1/MYL6B/SMTN/NEXN/NEBL/ASPH","Positive"
"GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION","GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION","GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION",19,0.525265868617763,1.09581895949313,0.325366539465756,0.691642474916388,0.602295018482661,2050,"tags=37%, list=21%, signal=29%","IL6ST/ATF4/C3AR1/HIF1A/IL1B/C5AR1/CXCL17","Positive"
"GOBP_INTRACELLULAR_LIPID_TRANSPORT","GOBP_INTRACELLULAR_LIPID_TRANSPORT","GOBP_INTRACELLULAR_LIPID_TRANSPORT",22,0.516700274615462,1.09096886175014,0.325686235223402,0.691642474916388,0.602295018482661,3003,"tags=41%, list=31%, signal=28%","CES1/ANXA2/CERT1/FABP3/SCP2/NUS1/ABCG1/VPS4A/SGPP1","Positive"
"GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS",22,0.516477567596963,1.09049863474541,0.326187136846323,0.691642474916388,0.602295018482661,2650,"tags=36%, list=28%, signal=26%","TSPO/AKR1B1/XRCC5/SERPINB6/ZFP36L1/SLC12A6/MYLK/CLN3","Positive"
"GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS","GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS","GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS",32,0.499229911001678,1.08006316822427,0.3267,0.691642474916388,0.602295018482661,1740,"tags=22%, list=18%, signal=18%","FKBP1A/PKP2/LY6E/HIF1A/SOX4/TPM1/ENG","Positive"
"GOBP_ANTEROGRADE_AXONAL_TRANSPORT","GOBP_ANTEROGRADE_AXONAL_TRANSPORT","GOBP_ANTEROGRADE_AXONAL_TRANSPORT",37,0.492622728359167,1.07470249361713,0.3252,0.691642474916388,0.602295018482661,2162,"tags=30%, list=22%, signal=23%","HSPB1/BLOC1S1/SOD1/TRAK1/BLOC1S2/AP3S1/KIF5B/AGTPBP1/KIF1B/AP3B1/BORCS5","Positive"
"GOBP_RESPONSE_TO_VITAMIN","GOBP_RESPONSE_TO_VITAMIN","GOBP_RESPONSE_TO_VITAMIN",40,0.488900285627909,1.07178038353882,0.324732473247325,0.691642474916388,0.602295018482661,2256,"tags=38%, list=23%, signal=29%","GPX1/TSPO/SRSF2/PPARD/SPP1/SNW1/COL1A1/CCND1/KYNU/TYMS/IL15/BECN1/MGMT/CAT/MAP1B","Positive"
"GOBP_PIGMENT_METABOLIC_PROCESS","GOBP_PIGMENT_METABOLIC_PROCESS","GOBP_PIGMENT_METABOLIC_PROCESS",53,0.478340600598504,1.06518807479616,0.326367363263674,0.691642474916388,0.602295018482661,3359,"tags=51%, list=35%, signal=33%","TSPO/BLVRB/DDT/HMOX1/TMEM14C/APRT/BLVRA/UROD/SLCO2B1/SLC25A39/TMEM14A/ZEB2/SHMT2/OPN3/TMEM14B/PAICS/BCL2/PGRMC1/HPRT1/UROS/APPL1/ABCC1/BDH2/ALAS1/FXN/HMOX2/TBX2","Positive"
"GOMF_CLASS_I_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY","GOMF_CLASS_I_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY","GOMF_CLASS_I_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY",5,-0.464293150114512,-1.06488290151215,0.32559880239521,0.691642474916388,0.602295018482661,5152,"tags=100%, list=54%, signal=46%","OGG1/ALKBH1/NEIL2/NEIL3","Negative"
"GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS",132,0.451178614063841,1.04398629476078,0.325067493250675,0.691642474916388,0.602295018482661,2527,"tags=33%, list=26%, signal=25%","PKM/FBP1/STAT3/RAB13/APEX1/CYBA/PTPN1/LEPROT/FOXO1/SIK2/AP3S1/APRT/NFKB1/SELENOS/BAIAP2L1/RAB8A/NAMPT/DENND4C/LYN/CDK4/XBP1/YWHAG/SRSF5/SLC27A4/INSR/ADIPOR1/GNAI2/IL1B/RAB8B/RHOQ/NCK1/LEPROTL1/MBD5/ZFP36L1/AGTRAP/JAK2/PRKDC/MAP1B/GSK3B/PDE3B/PARP1/FER/PTPRE/CAV2","Positive"
"GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH","GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH","GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH",155,0.447422549220988,1.04041998165359,0.326167383261674,0.691642474916388,0.602295018482661,2724,"tags=32%, list=28%, signal=23%","PPIB/APOE/HOPX/SOD1/RTN4/STAT3/CITED2/RAB11A/PPARD/TWF2/MKKS/EZR/SPAG9/RBP4/SPP1/PRKN/CXCR4/PLAC8/CDK4/EIF4G2/BASP1/ACACB/INSR/RUNX1/NIPBL/APP/PTEN/JARID2/G6PD/STK3/FTO/RGS2/MBD5/DNM2/LGMN/VEGFA/MAP1B/CDK1/GSK3B/YY1/BCL2/SERP1/SEMA4A/RUFY3/CDKN1A/DIP2B/SMURF1/GDI1/SPART/RBPJ","Positive"
"GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE","GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE","GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE",6,0.627870926619911,1.12481624122525,0.326794471689701,0.691649709377256,0.602301318384562,2905,"tags=83%, list=30%, signal=58%","TREM2/CD300LF/C2/CCL2/C3","Positive"
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",17,0.531555427162705,1.0983911869694,0.327525430556954,0.692899131139518,0.603389337889849,3073,"tags=59%, list=32%, signal=40%","EXOSC8/POLR2G/EXOSC9/EXOSC4/TTC37/CNOT7/EXOSC3/EXOSC5/DIS3L2/NT5C3B","Positive"
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS",90,0.460870836810002,1.05130019319177,0.327567243275672,0.692899131139518,0.603389337889849,3900,"tags=54%, list=41%, signal=33%","HMGB1/SPIDR/MORF4L1/SHLD2/FAM168A/BABAM2/OOEP/UBE2V2/SPRED2/PCNA/ACTR2/MORF4L2/MEAF6/FUS/EEF1E1/TRIM28/BCLAF1/MGMT/ACTL6A/PRKDC/MBTD1/PARP1/BABAM1/MRNIP/UBE2N/CEBPG/BRD8/RUVBL2/RUVBL1/KAT5/MAD2L2/TIGAR/EPC2/WAS/NSMCE1/VPS72/SPIRE1/SHLD1/YEATS4/FXR1/MYC/RAD51AP1/MRGBP/RIF1/ACTB/MAP3K20/NSMCE4A/BRCC3/HMGA2","Positive"
"GOBP_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA","GOBP_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA","GOBP_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA",7,0.608717397000172,1.11785675647452,0.328189524016518,0.693221420143223,0.603669993096092,815,"tags=29%, list=8%, signal=26%","HSP90AB1/CDC37","Positive"
"GOBP_PROTEIN_DENEDDYLATION","GOBP_PROTEIN_DENEDDYLATION","GOBP_PROTEIN_DENEDDYLATION",10,0.573869239330763,1.11371748510669,0.327853501196546,0.693221420143223,0.603669993096092,3300,"tags=80%, list=34%, signal=53%","COPS6/COPS5/COPS2/COPS4/COPS8/TOR1A/COPS3/COPS7A","Positive"
"GOCC_PHOTORECEPTOR_INNER_SEGMENT","GOCC_PHOTORECEPTOR_INNER_SEGMENT","GOCC_PHOTORECEPTOR_INNER_SEGMENT",21,0.51814236121854,1.09016478577725,0.328219013237064,0.693221420143223,0.603669993096092,1171,"tags=14%, list=12%, signal=13%","BSG/GUK1/DRAM2","Positive"
"GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR","GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR","GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR",33,0.496792520686166,1.07755540024107,0.328267173282672,0.693221420143223,0.603669993096092,2051,"tags=33%, list=21%, signal=26%","DAB2/NCL/PDE8A/TPR/ZFP36/COL1A1/DUSP3/GAREM1/PTPN12/BECN1/ZFP36L1","Positive"
"GOBP_AUTOPHAGOSOME_MATURATION","GOBP_AUTOPHAGOSOME_MATURATION","GOBP_AUTOPHAGOSOME_MATURATION",44,0.484814434217793,1.06884153812993,0.328067193280672,0.693221420143223,0.603669993096092,2696,"tags=45%, list=28%, signal=33%","LAMP2/MAP1LC3B/CALM1/CHMP2A/CHMP1B/VAMP8/CHMP4A/CHMP2B/CHMP5/UVRAG/MCOLN1/CALCOCO2/ATG12/CHMP3/CHMP4B/BECN1/VTI1B/TSG101/CLN3/SNAPIN","Positive"
"GOMF_PROTEIN_C_TERMINUS_BINDING","GOMF_PROTEIN_C_TERMINUS_BINDING","GOMF_PROTEIN_C_TERMINUS_BINDING",116,0.453465641548001,1.04495072380214,0.328167183281672,0.693221420143223,0.603669993096092,3258,"tags=41%, list=34%, signal=27%","DAB2/SDCBP/RABAC1/PHB/NCL/BANF1/ATF4/PRDX3/NCF2/PHB2/PPP2CA/DST/XRCC5/ATXN1/FOXN3/EZR/PTK2B/PPP1CC/SNF8/AFDN/MAP2K1/PCNA/ZBTB16/NIPBL/MAPRE1/CENPF/SNX17/XRCC6/VPS4B/JAK2/MKI67/SREBF2/TOP2A/HRAS/CDC20/MAD2L1/ERCC1/DLG1/MIF4GD/PRRC2C/TAX1BP3/VPS4A/DBNL/BCL10/ITGB3BP/PABPC1/YEATS4","Positive"
"GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION","GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION","GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION",7,0.608535582701398,1.11752287026836,0.328624212127798,0.693773573746018,0.604150818633073,3143,"tags=57%, list=33%, signal=38%","SFPQ/MACROH2A1/RAD21/FEN1","Positive"
"GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS","GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS","GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS",10,0.573439756534597,1.11288398077006,0.328893975652898,0.693773573746018,0.604150818633073,407,"tags=20%, list=4%, signal=19%","NOP10/NHP2","Positive"
"GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",12,0.557190815930928,1.10747645240224,0.32885837261734,0.693773573746018,0.604150818633073,3194,"tags=75%, list=33%, signal=50%","SKP1/UBE2S/PTEN/UBE2C/CDC20/MAD2L1/MAD2L2/BTRC/PLK1","Positive"
"GOBP_CELL_JUNCTION_MAINTENANCE","GOBP_CELL_JUNCTION_MAINTENANCE","GOBP_CELL_JUNCTION_MAINTENANCE",20,0.520771225865858,1.09198752810008,0.328817981135862,0.693773573746018,0.604150818633073,887,"tags=20%, list=9%, signal=18%","PLEKHA7/CHCHD10/SDF4/ERC1","Positive"
"GOMF_LIPASE_ACTIVITY","GOMF_LIPASE_ACTIVITY","GOMF_LIPASE_ACTIVITY",50,0.47952865818331,1.06470086269278,0.329067093290671,0.693946041264835,0.604301006528121,3459,"tags=44%, list=36%, signal=28%","CES1/PLAAT3/PLD3/PRDX6/LIPA/HMOX1/PDIA3/PLAAT4/CCL5/PLA2G7/NCEH1/DAGLB/PLBD1/ABHD12/LYPLA1/CHRM3/PNPLA2/CCR1/PLCL2/PLA2G15/LYPLAL1/MGLL","Positive"
"GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE",8,0.594534139431644,1.11476631223751,0.329269596834563,0.693987751818907,0.604337328847595,3242,"tags=62%, list=34%, signal=41%","S100A9/MDK/NINJ1/PTN/SLAMF8","Positive"
"GOBP_CHROMATIN_DISASSEMBLY","GOBP_CHROMATIN_DISASSEMBLY","GOBP_CHROMATIN_DISASSEMBLY",15,0.540390329721832,1.1020576469805,0.329252251340686,0.693987751818907,0.604337328847595,2950,"tags=53%, list=31%, signal=37%","HMGA1/SET/SMARCE1/SSRP1/SUPT16H/SMARCB1/SMARCC2/GRWD1","Positive"
"GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME","GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME","GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME",19,0.524339915638899,1.09388721998661,0.329483832094798,0.69424665425578,0.604562785862825,4029,"tags=84%, list=42%, signal=49%","SNRPC/RBM17/CWC15/SRSF1/PRPF40A/NCBP2/WBP11/PRPF4B/PSIP1/CLNS1A/SF3A1/SNRNP200/WBP4/SART1/SFSWAP/DDX23","Positive"
"GOBP_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III","GOBP_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III","GOBP_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III",6,0.62667284730499,1.12266990984636,0.33058403923317,0.694964322729809,0.605187744801159,626,"tags=17%, list=7%, signal=16%","GTF3C6","Positive"
"GOCC_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX","GOCC_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX","GOCC_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX",6,0.62667284730499,1.12266990984636,0.33058403923317,0.694964322729809,0.605187744801159,626,"tags=17%, list=7%, signal=16%","GTF3C6","Positive"
